"","UniProtID","Selaginella moellendorffii","Amborella trichopoda","Dioscorea rotundata","Musa acuminata","Zea mays","Sorghum bicolor","Setaria italica","Leersia perrieri","Oryza barthii","Oryza meridionalis","Oryza glumaepatula","Oryza glaberrima","Oryza punctata","O. Sativa","Oryza indica","Oryza nivara","Oryza brachyantha","Oryza rufipogon","Oryza longistaminata","Brachypodium distachyon","Aegilops tauschii","Triticum dicoccoides","Triticum urartu","Triticum aestivum","Hordeum vulgare","Beta vulgaris","Nicotiana attenuata","Solanum lycopersicum","Solanum tuberosum","Helianthus annuus","Daucus carota","Vitis vinifera","Lupinus angustifolius","Trifolium pratense","Medicago truncatula","Vigna radiata","Vigna angularis","Phaseolus vulgaris","Glycine max","Prunus persica","Manihot esculenta","Populus trichocarpa","Cucumis sativus","Brassica oleracea","Brassica rapa","Brassica napus","Arabidopsis lyrata","Arabidopsis thaliana","Arabidopsis halleri","Corchorus capsularis","Gossypium raimondii","Theobroma cacao","Physcomitrella patens","Ostreococcus lucimarinus","Chlamydomonas reinhardtii","Galdieria sulphuraria","Cyanidioschyzon merolae","Chondrus crispus"
"398","Q75LC7","SELMODRAFT_167051,SELMODRAFT_171686,SELMODRAFT_232803,SELMODRAFT_267276,SELMODRAFT_63731,SELMODRAFT_99313",NA,NA,"GSMUA_Achr8G32030_001,GSMUA_AchrUn_randomG01660_001","Zm00001d034817","SORBI_3001G015800","SETIT_035198mg",NA,NA,NA,NA,"ORGLA03G0375000",NA,"OS03G0844500","BGIOSGA013925",NA,"OB03G47760",NA,"KN539881.1_FG001","BRADI_1g01930v3","AET5Gv21178500","TRIDC4AG051480,TRIDC5BG079140","TRIUR3_02855","TraesCS4A02G341600,TraesCS5B02G533000,TraesCS5D02G531300","HORVU5Hr1G120550","BVRB_6g151630,BVRB_6g151640","A4A49_12672,A4A49_20040,A4A49_27532","Solyc02g067980.3,Solyc05g014340.3","PGSC0003DMG400006970,PGSC0003DMG400017455,PGSC0003DMG400020228","HannXRQ_Chr07g0199151,HannXRQ_Chr08g0207331,HannXRQ_Chr12g0372141,HannXRQ_Chr14g0451001,HannXRQ_Chr15g0475181,HannXRQ_Chr17g0549501","DCAR_021757,DCAR_026486","VIT_01s0010g02350,VIT_14s0171g00530","TanjilG_01581,TanjilG_05205,TanjilG_09102,TanjilG_15354,TanjilG_16510,TanjilG_32992","Tp57577_TGAC_v2_gene33371,Tp57577_TGAC_v2_gene36527","MTR_3g086010,MTR_6g022720","vigra.VC1973A.gnm6.ann1.Vradi07g07460","LR48_Vigan03g312700,LR48_Vigan10g210900","PHAVU_001G258400g,PHAVU_004G057400g","GLYMA_05G073300,GLYMA_11G246900,GLYMA_18G010400,GLYMA_19G077700,GLYMA_19G082900","PRUPE_1G234200,PRUPE_1G234400,PRUPE_3G299400","MANES_12G016700,MANES_12G016800,MANES_13G014200,MANES_17G107400","POPTR_008G179900v3,POPTR_008G180000v3,POPTR_010G054300v3,POPTR_010G054400v3,POPTR_017G070100v3","Csa_2G350360,Csa_6G008600","Bo5g017520,Bo7g082350","Bra019720,Bra025178,Bra036352","GSBRNA2T00044565001,GSBRNA2T00078017001,GSBRNA2T00105486001,GSBRNA2T00139234001","fgenesh2_kg.1__1458__AT1G13460.2,scaffold_500486.1","AT1G13460,AT3G26020","g04719,g19545","CCACVL1_17220,CCACVL1_24189,CCACVL1_24190","B456_001G268200,B456_005G172800,B456_006G038500,B456_007G074200,B456_012G174400","TCM_010741,TCM_010743,TCM_017073,TCM_025099","Pp3c1_30380,Pp3c14_21060,Pp3c16_17970,Pp3c17_15560,Pp3c17_15690,Pp3c2_11020,Pp3c25_4390","OSTLU_35344","CHLRE_13g567800v5",NA,"CMF150C",NA
"399","O24210","SELMODRAFT_231764,SELMODRAFT_268726,SELMODRAFT_84682,SELMODRAFT_99962","AMTR_s00067p00148600",NA,"GSMUA_Achr7G02580_001","Zm00001d034866","SORBI_3001G009900","SETIT_036720mg","LPERR03G35140","OBART03G41200","OMERI03G37960",NA,"ORGLA03G0380500","OPUNC03G38280","OS03G0851800","BGIOSGA013959","ONIVA03G43290","OB03G48170","ORUFI03G42990","KN538745.1_FG006","BRADI_1g01460v3",NA,"TRIDC4AG049580,TRIDC5BG081410","TRIUR3_26779","TraesCS4A02G328200,TraesCS5B02G542300,TraesCS5D02G545500",NA,"BVRB_7g167060",NA,"Solyc09g061680.3","PGSC0003DMG400002375","HannXRQ_Chr04g0110691","DCAR_018553","VIT_07s0005g05780","TanjilG_10428","Tp57577_TGAC_v2_gene15281","MTR_7g058920","vigra.VC1973A.gnm6.ann1.Vradi0273s00170","LR48_Vigan02g152300","PHAVU_007G209400g","GLYMA_18G172500","PRUPE_8G204600","MANES_12G040900,MANES_12G041500","POPTR_002G240800v3","Csa_3G625640,Csa_6G409330","Bo7g089540","Bra037457","GSBRNA2T00143041001,GSBRNA2T00144385001","fgenesh2_kg.8__763__AT5G48840.1","AT5G48840","g28945","CCACVL1_08124","B456_001G185900","TCM_002982","Pp3c24_12730","OSTLU_35160","CHLRE_02g090150v5",NA,NA,"CHC_T00001099001"
"400","Q10A97",NA,NA,"Dr11027,Dr15338","GSMUA_Achr4G05520_001,GSMUA_Achr4G12060_001","Zm00001d034920","SORBI_3001G002500","SETIT_038911mg","LPERR03G35710","OBART03G41810","OMERI03G15490","OGLUM03G41640","ORGLA03G0387300","OPUNC03G38860","OS03G0860100","BGIOSGA009392","ONIVA01G48030","OB03G48860","ORUFI03G43580","KN539288.1_FG018","BRADI_1g00666v3","AET1Gv20794600,AET1Gv20794700,AET2Gv20877800,AET5Gv21213200","TRIDC1AG048840,TRIDC1BG055500,TRIDC2AG056850,TRIDC2BG059760,TRIDC4AG047460,TRIDC4AG049410,TRIDC5BG081800",NA,"TraesCS1A02G328800,TraesCS1B02G342500,TraesCS1D02G331100,TraesCS1D02G331200,TraesCS2A02G393500,TraesCS2B02G411500,TraesCS2D02G391400,TraesCS4A02G314500,TraesCS4A02G314600,TraesCS4A02G326400,TraesCS5B02G539300,TraesCS5B02G565300,TraesCS5B02G565400,TraesCS5D02G549200","HORVU1Hr1G077680,HORVU2Hr1G093660","BVRB_3g049250,BVRB_5g121060","A4A49_25134,A4A49_30641,A4A49_30642,A4A49_35180,A4A49_36848,A4A49_37357,A4A49_40871,A4A49_62975","Solyc03g005520.1,Solyc04g014530.1,Solyc05g051200.1,Solyc09g066360.1,Solyc09g089930.2,Solyc10g054915.1,Solyc11g006050.1","PGSC0003DMG400010285,PGSC0003DMG400013255,PGSC0003DMG400013256,PGSC0003DMG400013257,PGSC0003DMG400013402,PGSC0003DMG400013608,PGSC0003DMG400014204,PGSC0003DMG400014594,PGSC0003DMG400017231,PGSC0003DMG400041863,PGSC0003DMG400045092","HannXRQ_Chr03g0091991,HannXRQ_Chr04g0112561,HannXRQ_Chr04g0112601,HannXRQ_Chr04g0112611,HannXRQ_Chr05g0144991,HannXRQ_Chr09g0254411,HannXRQ_Chr09g0254421,HannXRQ_Chr11g0322881,HannXRQ_Chr11g0336751,HannXRQ_Chr13g0422151,HannXRQ_Chr14g0443431,HannXRQ_Chr14g0455351,HannXRQ_Chr14g0455361,HannXRQ_Chr14g0455371,HannXRQ_Chr14g0455381,HannXRQ_Chr15g0467871,HannXRQ_Chr16g0533011","DCAR_002323,DCAR_005691,DCAR_008892,DCAR_012543,DCAR_014151,DCAR_014152,DCAR_018478,DCAR_023878,DCAR_027309","VIT_05s0049g00510,VIT_07s0005g03230,VIT_07s0005g03260,VIT_07s0005g03270,VIT_07s0005g03280,VIT_14s0081g00730","TanjilG_01202,TanjilG_10669,TanjilG_10671,TanjilG_30771,TanjilG_31888,TanjilG_32127","Tp57577_TGAC_v2_gene24711,Tp57577_TGAC_v2_gene25147,Tp57577_TGAC_v2_gene26452,Tp57577_TGAC_v2_gene34483,Tp57577_TGAC_v2_gene35945,Tp57577_TGAC_v2_gene35946,Tp57577_TGAC_v2_gene5726,Tp57577_TGAC_v2_gene5728","MTR_1g043350,MTR_1g069940,MTR_1g069945,MTR_1g069985,MTR_1g070000,MTR_1g070015,MTR_1g070020,MTR_1g070035,MTR_1g074370,MTR_4g054740,MTR_7g096780,MTR_7g096830","vigra.VC1973A.gnm6.ann1.Vradi03g01580,vigra.VC1973A.gnm6.ann1.Vradi08g00660,vigra.VC1973A.gnm6.ann1.Vradi08g06830,vigra.VC1973A.gnm6.ann1.Vradi08g06860","LR48_Vigan02g008700,LR48_Vigan02g136900,LR48_Vigan02g137300,LR48_Vigan09g113100,LR48_Vigan10g157600,LR48_Vigan50s009900,LR48_Vigan50s010200","PHAVU_001G160200g,PHAVU_001G160500g,PHAVU_006G106100g,PHAVU_007G121200g,PHAVU_007G127800g,PHAVU_007G193300g,PHAVU_007G193700g,PHAVU_007G193800g,PHAVU_007G273000g","GLYMA_02G006200,GLYMA_03G162500,GLYMA_03G162700,GLYMA_10G007000,GLYMA_10G036300,GLYMA_10G036700,GLYMA_10G186800,GLYMA_13G122600,GLYMA_13G122700,GLYMA_13G122800,GLYMA_13G122900,GLYMA_13G123100,GLYMA_19G163900,GLYMA_19G164100,GLYMA_19G248900,GLYMA_20G203700",NA,"MANES_03G165100,MANES_08G137700,MANES_09G149000,MANES_12G031700,MANES_13G033200,MANES_15G039700","POPTR_002G039000v3,POPTR_002G039100v3,POPTR_005G223200v3,POPTR_005G223300v3,POPTR_008G166200v3,POPTR_010G072300v3,POPTR_013G045200v3,POPTR_019G015500v3,POPTR_T050600v3","Csa_2G177210,Csa_3G135120,Csa_3G389850,Csa_7G375820","Bo1g102210,Bo3g025110,Bo4g052480,Bo4g176080,Bo5g007280,Bo8g114710","Bra015478,Bra018271,Bra021712,Bra022832,Bra023745,Bra023746,Bra032433","GSBRNA2T00024457001,GSBRNA2T00027158001,GSBRNA2T00028300001,GSBRNA2T00031761001,GSBRNA2T00031993001,GSBRNA2T00048620001,GSBRNA2T00058558001,GSBRNA2T00085728001,GSBRNA2T00122107001","fgenesh2_kg.1__587__AT1G06160.1,fgenesh2_kg.4__1110__AT2G31230.1,scaffold_302806.1","AT1G06160,AT2G31230,AT3G23240","g02260,g07868","CCACVL1_02563,CCACVL1_02564,CCACVL1_17981,CCACVL1_17982,CCACVL1_27531","B456_001G176800,B456_001G252600,B456_001G253000,B456_001G253100,B456_004G057000,B456_004G220800,B456_005G049300,B456_007G145800,B456_007G280800,B456_007G280900,B456_007G281000,B456_011G173000,B456_013G186700,B456_013G186800","TCM_004052,TCM_004056,TCM_020871,TCM_026233",NA,NA,NA,NA,NA,NA
"401","Q0JFI2",NA,"AMTR_s00022p00225170,AMTR_s00022p00225440","Dr16982","GSMUA_Achr8G25390_001","Zm00001d004555,Zm00001d016151,Zm00001d024943,Zm00001d024946","SORBI_3004G108200,SORBI_3006G001000","SETIT_009775mg,SETIT_019506mg",NA,"OBART04G00070","OMERI04G00030","OGLUM04G00030","ORGLA04G0000500","OPUNC04G00090","OS04G0101400","BGIOSGA015743","ONIVA04G00050","OB04G10120,OB04G11970","ORUFI04G00040","KN540802.1_FG003","BRADI_5g02460v3","AET2Gv20071900","TRIDC2AG004770,TRIDC2BG005260","TRIUR3_21101","TraesCS2A02G044900,TraesCS2B02G057100,TraesCS2D02G043500",NA,NA,"A4A49_18373","Solyc01g010260.3","PGSC0003DMG400041100","HannXRQ_Chr04g0106751,HannXRQ_Chr05g0161391,HannXRQ_Chr08g0228291,HannXRQ_Chr10g0292451,HannXRQ_Chr10g0292491,HannXRQ_Chr10g0292521,HannXRQ_Chr17g0555491","DCAR_009041,DCAR_009043,DCAR_020466,DCAR_020467,DCAR_023928","VIT_08s0007g07710,VIT_08s0007g07720,VIT_08s0007g07730,VIT_08s0007g07740","TanjilG_02356,TanjilG_03280,TanjilG_03281,TanjilG_08431,TanjilG_19488,TanjilG_23559,TanjilG_26569,TanjilG_26984","Tp57577_TGAC_v2_gene1057,Tp57577_TGAC_v2_gene14926,Tp57577_TGAC_v2_gene14936,Tp57577_TGAC_v2_gene27510,Tp57577_TGAC_v2_gene27513,Tp57577_TGAC_v2_gene6392","MTR_0171s0010,MTR_0171s0020,MTR_0171s0030,MTR_0181s0030,MTR_1g107295,MTR_3g020780,MTR_4g062500,MTR_4g062510,MTR_4g062530,MTR_4g088160,MTR_4g088170,MTR_4g088195,MTR_7g027960,MTR_7g028020,MTR_7g056103,MTR_7g092620,MTR_8g468780,MTR_8g469300","vigra.VC1973A.gnm6.ann1.Vradi0178s00030,vigra.VC1973A.gnm6.ann1.Vradi06g07980,vigra.VC1973A.gnm6.ann1.Vradi08g02090","LR48_Vigan01g114500,LR48_Vigan01g114800,LR48_Vigan02g027800,LR48_Vigan02g027900,LR48_Vigan03g220500,LR48_Vigan03g220600,LR48_Vigan04g028100,LR48_Vigan1242s001000","PHAVU_001G138900g,PHAVU_001G139600g,PHAVU_002G126200g,PHAVU_003G051700g,PHAVU_003G074000g,PHAVU_007G257300g,PHAVU_007G257400g,PHAVU_007G257500g,PHAVU_008G128700g,PHAVU_011G068100g","GLYMA_02G176200,GLYMA_03G142000,GLYMA_03G142100,GLYMA_03G143700,GLYMA_07G202300,GLYMA_08G350800,GLYMA_10G092500,GLYMA_10G092600,GLYMA_12G067000,GLYMA_12G067100,GLYMA_13G173500,GLYMA_19G144700,GLYMA_19G146800","PRUPE_6G007200,PRUPE_6G086200,PRUPE_6G086500,PRUPE_7G071900,PRUPE_7G072200,PRUPE_7G072300,PRUPE_7G072400","MANES_04G030000,MANES_07G003300,MANES_08G046800,MANES_09G031200,MANES_11G135600","POPTR_005G037100v3,POPTR_005G037200v3,POPTR_006G058200v3,POPTR_013G027000v3,POPTR_016G049800v3",NA,"Bo2g007440,Bo2g024710",NA,"GSBRNA2T00078596001,GSBRNA2T00119743001","Al_scaffold_0006_612","AT5G06900","g15626",NA,"B456_002G228600,B456_002G228700,B456_006G140700,B456_006G217000,B456_013G141500","TCM_024848,TCM_024850,TCM_024852,TCM_036450,TCM_036577",NA,NA,NA,NA,NA,NA
"402","Q7XTB2","SELMODRAFT_404697,SELMODRAFT_419863","AMTR_s00033p00038120",NA,"GSMUA_Achr11G00480_001,GSMUA_Achr11G22910_001,GSMUA_Achr4G20860_001,GSMUA_Achr4G22080_001,GSMUA_Achr5G14710_001","Zm00001d004545,Zm00001d024934","SORBI_3006G002600","SETIT_010328mg","LPERR04G00040","OBART04G00150","OMERI04G00110","OGLUM05G27150","ORGLA04G0001300","OPUNC04G00210","OS04G0103100","BGIOSGA015751","ONIVA04G00090","OB04G10200","ORUFI04G00140","KN540111.1_FG001","BRADI_5g02350v3","AET2Gv20064600","TRIDC2AG004290,TRIDC2BG004890",NA,"TraesCS2A02G040300,TraesCS2D02G038900","HORVU2Hr1G006000","BVRB_5g124840",NA,"Solyc04g076920.3","PGSC0003DMG400006379","HannXRQ_Chr10g0277661","DCAR_012839","VIT_18s0001g08150","TanjilG_12587,TanjilG_28480","Tp57577_TGAC_v2_gene12463","MTR_3g111060","vigra.VC1973A.gnm6.ann1.Vradi05g08330","LR48_Vigan04g202600","PHAVU_009G146400g","GLYMA_06G091200","PRUPE_1G541800","MANES_05G186800,MANES_18G054400","POPTR_002G107300v3","Csa_3G893450","Bo01073s060,Bo7g049750","Bra010929,Bra030055","GSBRNA2T00050012001,GSBRNA2T00057825001,GSBRNA2T00117433001,GSBRNA2T00150613001","scaffold_103081.1","AT1G27600","g12901","CCACVL1_30198","B456_002G137600,B456_005G097300,B456_010G031000","TCM_034589","Pp3c13_8430,Pp3c3_3400",NA,NA,NA,NA,NA
"403","Q7X7N2","SELMODRAFT_169077,SELMODRAFT_73545","AMTR_s00002p00227840","Dr10119","GSMUA_Achr4G18060_001,GSMUA_Achr5G14460_001","Zm00001d024908","SORBI_3006G004500","SETIT_010532mg",NA,"OBART04G00240",NA,"OGLUM04G00270","ORGLA04G0003200","OPUNC04G00390","OS04G0106300","BGIOSGA015760","ONIVA04G00290","OB04G10420","ORUFI04G00340",NA,"BRADI_5g02160v3","AET2Gv20056600","TRIDC2AG003770,TRIDC2BG004400","TRIUR3_01670","TraesCS2A02G035700,TraesCS2B02G048700,TraesCS2D02G034900","HORVU2Hr1G005320","BVRB_1g018930","A4A49_23335","Solyc01g091160.3",NA,"HannXRQ_Chr16g0519941,HannXRQ_Chr16g0519961","DCAR_008551","VIT_15s0048g00420","TanjilG_20286","Tp57577_TGAC_v2_gene7597,Tp57577_TGAC_v2_gene7599","MTR_0088s0100,MTR_4g024940,MTR_4g024960","vigra.VC1973A.gnm6.ann1.Vradi09g09060","LR48_Vigan11g055700","PHAVU_010G081600g","GLYMA_01G139300,GLYMA_01G140200,GLYMA_03G028000,GLYMA_17G131300","PRUPE_2G142300","MANES_01G267300,MANES_05G047100","POPTR_002G146200v3,POPTR_014G067700v3","Csa_6G077980","Bo3g047110","Bra000659","GSBRNA2T00119781001,GSBRNA2T00151372001","fgenesh2_kg.6__2857__AT4G08900.1,fgenesh2_kg.6__2915__AT4G08870.1","AT4G08870,AT4G08900","g25668,g27386","CCACVL1_03373","B456_009G265900","TCM_036208,TCM_036209","Pp3c5_2190",NA,NA,NA,NA,NA
"404","Q7XRA1","SELMODRAFT_41652,SELMODRAFT_70229","AMTR_s00182p00026140",NA,NA,"Zm00001d051194",NA,"SETIT_016654mg",NA,"OBART04G00340","OMERI04G00340","OGLUM04G00310","ORGLA04G0003800","OPUNC04G00440","OS04G0107600","BGIOSGA015766","ONIVA04G00330","OB0066G10060","ORUFI04G00390","KN538808.1_FG044",NA,"AET1Gv20033200,AET2Gv20133900,AET3Gv21254900","TRIDC1BG002280,TRIDC2AG007890,TRIDC3BG007110","TRIUR3_02839","TraesCS1B02G018200,TraesCS1D02G012300,TraesCS2A02G071000,TraesCS2A02G071200,TraesCS2D02G069900,TraesCS3D02G545100,TraesCSU02G047800,TraesCSU02G165000","HORVU1Hr1G002090",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pp3c16_1460,Pp3c5_3660,Pp3c6_19550",NA,NA,NA,NA,NA
"405","Q7XTK3",NA,"AMTR_s00025p00053190","Dr06793","GSMUA_Achr3G09030_001","Zm00001d006886","SORBI_3002G378000","SETIT_001473mg,SETIT_001533mg","LPERR04G00500","OBART04G00910",NA,"OGLUM04G00820","ORGLA04G0007700","OPUNC04G00960","OS04G0118100","BGIOSGA015795","ONIVA04G00640",NA,"ORUFI04G00990","KN540169.1_FG003","BRADI_5g27490v3","AET2Gv21293400,AET2Gv21293500","TRIDC2AG082280,TRIDC2BG087570,TRIDC2BG091310","TRIUR3_01998,TRIUR3_02000","TraesCS2A02G562400,TraesCS2B02G603900,TraesCS2B02G624200,TraesCS2D02G573300,TraesCS2D02G573400,TraesCS5D02G083700","HORVU2Hr1G126540","BVRB_4g081640","A4A49_29431","Solyc10g086170.1","PGSC0003DMG400043451","HannXRQ_Chr14g0446451","DCAR_017063,DCAR_029426","VIT_14s0128g00320","TanjilG_10097,TanjilG_17595","Tp57577_TGAC_v2_gene6073","MTR_1g082750","vigra.VC1973A.gnm6.ann1.Vradi08g12650","LR48_Vigan10g091200","PHAVU_007G180900g","GLYMA_10G155400,GLYMA_20G232900","PRUPE_6G327700","MANES_09G165600","POPTR_013G024100v3","Csa_1G570110,Csa_1G570120","Bo8g112230","Bra031652","GSBRNA2T00019323001,GSBRNA2T00116351001,GSBRNA2T00122273001","scaffold_100925.1","AT1G08980","g18206","CCACVL1_22794,CCACVL1_22798,CCACVL1_22799","B456_007G295700,B456_007G295900","TCM_046817,TCM_046818",NA,NA,NA,NA,NA,NA
"406","Q0JF44","SELMODRAFT_165275,SELMODRAFT_167302","AMTR_s00102p00032910","Dr02664",NA,"Zm00001d004438","SORBI_3006G015800","SETIT_013108mg","LPERR04G01450","OBART04G02210","OMERI04G02160","OGLUM04G01860","ORGLA04G0016300,ORGLA06G0243400","OPUNC04G02180","OS04G0164900","BGIOSGA015875","ONIVA08G18600","OB04G11820","ORUFI04G02940","KN541174.1_FG002","BRADI_5g00540v3","AET7Gv20336800","TRIDC7AG015740,TRIDC7BG005160","TRIUR3_09759","TraesCS7A02G133500,TraesCS7B02G034600,TraesCS7D02G133100","HORVU7Hr1G027860","BVRB_7g157460","A4A49_33168","Solyc11g008040.2",NA,"HannXRQ_Chr14g0455751","DCAR_019069","VIT_13s0019g05160","TanjilG_03864","Tp57577_TGAC_v2_gene37858","MTR_1g090693",NA,"LR48_Vigan588s000100","PHAVU_007G1394000g","GLYMA_10G197000","PRUPE_2G205800","MANES_10G051700","POPTR_010G229300v3","Csa_5G622510","Bo9g181130","Bra040385","GSBRNA2T00003133001,GSBRNA2T00088640001,GSBRNA2T00136362001","fgenesh2_kg.6__350__AT5G04360.1","AT5G04360","g15746",NA,"B456_009G305300","TCM_043341","Pp3c13_17460",NA,NA,NA,NA,NA
"407","Q0JF02","SELMODRAFT_144572,SELMODRAFT_408338,SELMODRAFT_450902,SELMODRAFT_450909","AMTR_s00103p00046860","Dr12169","GSMUA_Achr8G31510_001,GSMUA_Achr8G31530_001","Zm00001d024512,Zm00001d048874",NA,"SETIT_019171mg,SETIT_029001mg",NA,"OBART04G02860",NA,"OGLUM04G02490","ORGLA04G0020300","OPUNC04G02770","OS04G0178300","BGIOSGA015502","ONIVA04G02320",NA,"ORUFI04G03540",NA,NA,"AET2Gv20049600",NA,"TRIUR3_32856","TraesCS2B02G445500,TraesCS7D02G097000","HORVU5Hr1G082390","BVRB_7g161040","A4A49_18119,A4A49_30040","Solyc06g084240.2","PGSC0003DMG400001948,PGSC0003DMG400020053,PGSC0003DMG400024137","HannXRQ_Chr02g0044041,HannXRQ_Chr03g0061811,HannXRQ_Chr10g0282621,HannXRQ_Chr15g0466721,HannXRQ_Chr17g0563951","DCAR_012483,DCAR_018422,DCAR_019490","VIT_07s0151g01040,VIT_07s0151g01070","TanjilG_02337,TanjilG_02338","Tp57577_TGAC_v2_gene126","MTR_7g011663,MTR_7g011770,MTR_7g094970","vigra.VC1973A.gnm6.ann1.Vradi03g00870","LR48_Vigan50s001300,LR48_Vigan50s001500","PHAVU_001G151900g,PHAVU_001G152100g","GLYMA_03G154400,GLYMA_03G154700,GLYMA_19G157000","PRUPE_8G239900","MANES_01G207300,MANES_05G077200","POPTR_002G052100v3,POPTR_005G210300v3","Csa_6G410650","Bo9g006080","Bra000864,Bra036239","GSBRNA2T00002371001,GSBRNA2T00018243001,GSBRNA2T00018466001,GSBRNA2T00151663001","fgenesh1_pg.C_scaffold_6003139","AT4G02780","g09061","CCACVL1_02754,CCACVL1_14882","B456_004G079500,B456_007G137400","TCM_004358",NA,NA,NA,NA,NA,NA
"408","Q7FAE1","SELMODRAFT_229892,SELMODRAFT_408395","AMTR_s00030p00244570",NA,"GSMUA_Achr8G07790_001",NA,NA,NA,NA,NA,NA,"OGLUM04G02560","ORGLA04G0020800","OPUNC04G02800,OPUNC04G02820","OS04G0179200","BGIOSGA038038","ONIVA06G12080",NA,"ORUFI04G03590","KN539709.1_FG001",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PGSC0003DMG400028245","HannXRQ_Chr01g0025231,HannXRQ_Chr01g0025241,HannXRQ_Chr01g0025251,HannXRQ_Chr02g0034511,HannXRQ_Chr04g0110401,HannXRQ_Chr15g0474711,HannXRQ_Chr15g0474731,HannXRQ_Chr15g0474991,HannXRQ_Chr15g0475001,HannXRQ_Chr15g0491631","DCAR_013424,DCAR_023926","VIT_08s0007g02720",NA,"Tp57577_TGAC_v2_gene23316","MTR_4g084800,MTR_7g105460,MTR_7g105570",NA,NA,"PHAVU_001G193400g","GLYMA_19G196900","PRUPE_7G099500","MANES_09G050600","POPTR_006G207100v3,POPTR_016G074000v3","Csa_3G778250,Csa_3G778270,Csa_3G778280",NA,NA,NA,NA,NA,NA,"CCACVL1_11950","B456_006G151600,B456_006G152300","TCM_022767","Pp3c3_30930,Pp3c8_9180",NA,NA,NA,NA,NA
"409","Q0JEZ8",NA,"AMTR_s00032p00213840","Dr02209",NA,"Zm00001d024514",NA,NA,NA,"OBART04G02920",NA,"OGLUM04G02570","ORGLA04G0021100","OPUNC04G02860","OS04G0179700","BGIOSGA015980","ONIVA06G12090",NA,"ORUFI04G03600","KN540657.1_FG001","BRADI_5g21387v3,BRADI_5g21440v3,BRADI_5g21480v3,BRADI_5g21497v3","AET2Gv20050500,AET2Gv20050600,AET2Gv20939600,AET2Gv20939800,AET2Gv20940100","TRIDC2AG061250,TRIDC2AG061260,TRIDC2AG061360,TRIDC2BG003240,TRIDC2BG064970,TRIDC2BG065010,TRIDC2BG065050","TRIUR3_04997,TRIUR3_16133,TRIUR3_21926,TRIUR3_27562","TraesCS2A02G027600,TraesCS2A02G028100,TraesCS2A02G425100,TraesCS2A02G425400,TraesCS2B02G040900,TraesCS2B02G041000,TraesCS2B02G444900,TraesCS2B02G445100,TraesCS2B02G445200,TraesCS2B02G445700,TraesCS2B02G450000,TraesCS2B02G533600,TraesCS2D02G029400,TraesCS2D02G030100,TraesCS2D02G030200,TraesCS2D02G423100,TraesCS2D02G423300,TraesCS2D02G506000,TraesCSU02G008700",NA,"BVRB_9g216050",NA,NA,NA,"HannXRQ_Chr03g0061831,HannXRQ_Chr16g0523991,HannXRQ_Chr16g0524381,HannXRQ_Chr16g0524411","DCAR_016843,DCAR_016844","VIT_19s0085g00830","TanjilG_28810,TanjilG_28811","Tp57577_TGAC_v2_gene28437,Tp57577_TGAC_v2_gene3601","MTR_2g064295,MTR_3g058160",NA,"LR48_Vigan05g034400","PHAVU_005G048500g","GLYMA_08G163900","PRUPE_4G128500","MANES_16G047800","POPTR_008G082400v3,POPTR_008G082700v3","Csa_7G239640","Bo6g123900","Bra035120","GSBRNA2T00146349001,GSBRNA2T00148101001","fgenesh2_kg.2__2243__AT1G79460.1","AT1G79460","g01513","CCACVL1_03450","B456_002G110600","TCM_033578",NA,NA,NA,NA,NA,NA
