,Rice reference genes,Gene orthology projections on various plant species using Compara (30%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 O24210,OS03G0851800,,AMTR_s00067p00148600,g28945,fgenesh2_kg.8__763__AT5G48840.1,AT5G48840,BVRB_7g167060,BRADI_1g01460v3,"GSBRNA2T00143041001,GSBRNA2T00144385001",Bo7g089540,Bra037457,CHLRE_02g090150v5,CHC_T00001099001,CCACVL1_08124,"Csa_3G625640,Csa_6G409330",,DCAR_018553,,,GLYMA_18G172500,B456_001G185900,HannXRQ_Chr04g0110691,,LPERR03G35140,TanjilG_10428,"MANES_12G040900,MANES_12G041500",MTR_7g058920,GSMUA_Achr7G02580_001,,OBART03G41200,OB03G48170,ORGLA03G0380500,,BGIOSGA013959,KN538745.1_FG006,OMERI03G37960,ONIVA03G43290,OPUNC03G38280,ORUFI03G42990,OSTLU_35160,PHAVU_007G209400g,Pp3c24_12730,POPTR_002G240800v3,PRUPE_8G204600,"SELMODRAFT_231764,SELMODRAFT_268726,SELMODRAFT_84682,SELMODRAFT_99962",SETIT_036720mg,Solyc09g061680.3,PGSC0003DMG400002375,SORBI_3001G009900,TCM_002982,Tp57577_TGAC_v2_gene15281,"TraesCS4A02G328200,TraesCS5B02G542300,TraesCS5D02G545500","TRIDC4AG049580,TRIDC5BG081410",TRIUR3_26779,LR48_Vigan02g152300,vigra.VC1973A.gnm6.ann1.Vradi0273s00170,VIT_07s0005g05780,Zm00001d034866
 Q10A97,OS03G0860100,"AET1Gv20794600,AET1Gv20794700,AET2Gv20877800,AET5Gv21213200",,"g02260,g07868","fgenesh2_kg.1__587__AT1G06160.1,fgenesh2_kg.4__1110__AT2G31230.1,scaffold_302806.1","AT1G06160,AT2G31230,AT3G23240","BVRB_3g049250,BVRB_5g121060",BRADI_1g00666v3,"GSBRNA2T00024457001,GSBRNA2T00027158001,GSBRNA2T00028300001,GSBRNA2T00031761001,GSBRNA2T00031993001,GSBRNA2T00048620001,GSBRNA2T00058558001,GSBRNA2T00085728001,GSBRNA2T00122107001","Bo1g102210,Bo3g025110,Bo4g052480,Bo4g176080,Bo5g007280,Bo8g114710","Bra015478,Bra018271,Bra021712,Bra022832,Bra023745,Bra023746,Bra032433",,,"CCACVL1_02563,CCACVL1_02564,CCACVL1_17981,CCACVL1_17982,CCACVL1_27531","Csa_2G177210,Csa_3G135120,Csa_3G389850,Csa_7G375820",,"DCAR_002323,DCAR_005691,DCAR_008892,DCAR_012543,DCAR_014151,DCAR_014152,DCAR_018478,DCAR_023878,DCAR_027309","Dr11027,Dr15338",,"GLYMA_02G006200,GLYMA_03G162500,GLYMA_03G162700,GLYMA_10G007000,GLYMA_10G036300,GLYMA_10G036700,GLYMA_10G186800,GLYMA_13G122600,GLYMA_13G122700,GLYMA_13G122800,GLYMA_13G122900,GLYMA_13G123100,GLYMA_19G163900,GLYMA_19G164100,GLYMA_19G248900,GLYMA_20G203700","B456_001G176800,B456_001G252600,B456_001G253000,B456_001G253100,B456_004G057000,B456_004G220800,B456_005G049300,B456_007G145800,B456_007G280800,B456_007G280900,B456_007G281000,B456_011G173000,B456_013G186700,B456_013G186800","HannXRQ_Chr03g0091991,HannXRQ_Chr04g0112561,HannXRQ_Chr04g0112601,HannXRQ_Chr04g0112611,HannXRQ_Chr05g0144991,HannXRQ_Chr09g0254411,HannXRQ_Chr09g0254421,HannXRQ_Chr11g0322881,HannXRQ_Chr11g0336751,HannXRQ_Chr13g0422151,HannXRQ_Chr14g0443431,HannXRQ_Chr14g0455351,HannXRQ_Chr14g0455361,HannXRQ_Chr14g0455371,HannXRQ_Chr14g0455381,HannXRQ_Chr15g0467871,HannXRQ_Chr16g0533011","HORVU1Hr1G077680,HORVU2Hr1G093660",LPERR03G35710,"TanjilG_01202,TanjilG_10669,TanjilG_10671,TanjilG_30771,TanjilG_31888,TanjilG_32127","MANES_03G165100,MANES_08G137700,MANES_09G149000,MANES_12G031700,MANES_13G033200,MANES_15G039700","MTR_1g043350,MTR_1g069940,MTR_1g069945,MTR_1g069985,MTR_1g070000,MTR_1g070015,MTR_1g070020,MTR_1g070035,MTR_1g074370,MTR_4g054740,MTR_7g096780,MTR_7g096830","GSMUA_Achr4G05520_001,GSMUA_Achr4G12060_001","A4A49_25134,A4A49_30641,A4A49_30642,A4A49_35180,A4A49_36848,A4A49_37357,A4A49_40871,A4A49_62975",OBART03G41810,OB03G48860,ORGLA03G0387300,OGLUM03G41640,BGIOSGA009392,KN539288.1_FG018,OMERI03G15490,ONIVA01G48030,OPUNC03G38860,ORUFI03G43580,,"PHAVU_001G160200g,PHAVU_001G160500g,PHAVU_006G106100g,PHAVU_007G121200g,PHAVU_007G127800g,PHAVU_007G193300g,PHAVU_007G193700g,PHAVU_007G193800g,PHAVU_007G273000g",,"POPTR_002G039000v3,POPTR_002G039100v3,POPTR_005G223200v3,POPTR_005G223300v3,POPTR_008G166200v3,POPTR_010G072300v3,POPTR_013G045200v3,POPTR_019G015500v3,POPTR_T050600v3",,,SETIT_038911mg,"Solyc03g005520.1,Solyc04g014530.1,Solyc05g051200.1,Solyc09g066360.1,Solyc09g089930.2,Solyc10g054915.1,Solyc11g006050.1","PGSC0003DMG400010285,PGSC0003DMG400013255,PGSC0003DMG400013256,PGSC0003DMG400013257,PGSC0003DMG400013402,PGSC0003DMG400013608,PGSC0003DMG400014204,PGSC0003DMG400014594,PGSC0003DMG400017231,PGSC0003DMG400041863,PGSC0003DMG400045092",SORBI_3001G002500,"TCM_004052,TCM_004056,TCM_020871,TCM_026233","Tp57577_TGAC_v2_gene24711,Tp57577_TGAC_v2_gene25147,Tp57577_TGAC_v2_gene26452,Tp57577_TGAC_v2_gene34483,Tp57577_TGAC_v2_gene35945,Tp57577_TGAC_v2_gene35946,Tp57577_TGAC_v2_gene5726,Tp57577_TGAC_v2_gene5728","TraesCS1A02G328800,TraesCS1B02G342500,TraesCS1D02G331100,TraesCS1D02G331200,TraesCS2A02G393500,TraesCS2B02G411500,TraesCS2D02G391400,TraesCS4A02G314500,TraesCS4A02G314600,TraesCS4A02G326400,TraesCS5B02G539300,TraesCS5B02G565300,TraesCS5B02G565400,TraesCS5D02G549200","TRIDC1AG048840,TRIDC1BG055500,TRIDC2AG056850,TRIDC2BG059760,TRIDC4AG047460,TRIDC4AG049410,TRIDC5BG081800",,"LR48_Vigan02g008700,LR48_Vigan02g136900,LR48_Vigan02g137300,LR48_Vigan09g113100,LR48_Vigan10g157600,LR48_Vigan50s009900,LR48_Vigan50s010200","vigra.VC1973A.gnm6.ann1.Vradi03g01580,vigra.VC1973A.gnm6.ann1.Vradi08g00660,vigra.VC1973A.gnm6.ann1.Vradi08g06830,vigra.VC1973A.gnm6.ann1.Vradi08g06860","VIT_05s0049g00510,VIT_07s0005g03230,VIT_07s0005g03260,VIT_07s0005g03270,VIT_07s0005g03280,VIT_14s0081g00730",Zm00001d034920
 Q0JFI2,OS04G0101400,AET2Gv20071900,"AMTR_s00022p00225170,AMTR_s00022p00225440",g15626,Al_scaffold_0006_612,AT5G06900,,BRADI_5g02460v3,"GSBRNA2T00078596001,GSBRNA2T00119743001","Bo2g007440,Bo2g024710",,,,,,,"DCAR_009041,DCAR_009043,DCAR_020466,DCAR_020467,DCAR_023928",Dr16982,,"GLYMA_02G176200,GLYMA_03G142000,GLYMA_03G142100,GLYMA_03G143700,GLYMA_07G202300,GLYMA_08G350800,GLYMA_10G092500,GLYMA_10G092600,GLYMA_12G067000,GLYMA_12G067100,GLYMA_13G173500,GLYMA_19G144700,GLYMA_19G146800","B456_002G228600,B456_002G228700,B456_006G140700,B456_006G217000,B456_013G141500","HannXRQ_Chr04g0106751,HannXRQ_Chr05g0161391,HannXRQ_Chr08g0228291,HannXRQ_Chr10g0292451,HannXRQ_Chr10g0292491,HannXRQ_Chr10g0292521,HannXRQ_Chr17g0555491",,,"TanjilG_02356,TanjilG_03280,TanjilG_03281,TanjilG_08431,TanjilG_19488,TanjilG_23559,TanjilG_26569,TanjilG_26984","MANES_04G030000,MANES_07G003300,MANES_08G046800,MANES_09G031200,MANES_11G135600","MTR_0171s0010,MTR_0171s0020,MTR_0171s0030,MTR_0181s0030,MTR_1g107295,MTR_3g020780,MTR_4g062500,MTR_4g062510,MTR_4g062530,MTR_4g088160,MTR_4g088170,MTR_4g088195,MTR_7g027960,MTR_7g028020,MTR_7g056103,MTR_7g092620,MTR_8g468780,MTR_8g469300",GSMUA_Achr8G25390_001,A4A49_18373,OBART04G00070,"OB04G10120,OB04G11970",ORGLA04G0000500,OGLUM04G00030,BGIOSGA015743,KN540802.1_FG003,OMERI04G00030,ONIVA04G00050,OPUNC04G00090,ORUFI04G00040,,"PHAVU_001G138900g,PHAVU_001G139600g,PHAVU_002G126200g,PHAVU_003G051700g,PHAVU_003G074000g,PHAVU_007G257300g,PHAVU_007G257400g,PHAVU_007G257500g,PHAVU_008G128700g,PHAVU_011G068100g",,"POPTR_005G037100v3,POPTR_005G037200v3,POPTR_006G058200v3,POPTR_013G027000v3,POPTR_016G049800v3","PRUPE_6G007200,PRUPE_6G086200,PRUPE_6G086500,PRUPE_7G071900,PRUPE_7G072200,PRUPE_7G072300,PRUPE_7G072400",,"SETIT_009775mg,SETIT_019506mg",Solyc01g010260.3,PGSC0003DMG400041100,"SORBI_3004G108200,SORBI_3006G001000","TCM_024848,TCM_024850,TCM_024852,TCM_036450,TCM_036577","Tp57577_TGAC_v2_gene1057,Tp57577_TGAC_v2_gene14926,Tp57577_TGAC_v2_gene14936,Tp57577_TGAC_v2_gene27510,Tp57577_TGAC_v2_gene27513,Tp57577_TGAC_v2_gene6392","TraesCS2A02G044900,TraesCS2B02G057100,TraesCS2D02G043500","TRIDC2AG004770,TRIDC2BG005260",TRIUR3_21101,"LR48_Vigan01g114500,LR48_Vigan01g114800,LR48_Vigan02g027800,LR48_Vigan02g027900,LR48_Vigan03g220500,LR48_Vigan03g220600,LR48_Vigan04g028100,LR48_Vigan1242s001000","vigra.VC1973A.gnm6.ann1.Vradi0178s00030,vigra.VC1973A.gnm6.ann1.Vradi06g07980,vigra.VC1973A.gnm6.ann1.Vradi08g02090","VIT_08s0007g07710,VIT_08s0007g07720,VIT_08s0007g07730,VIT_08s0007g07740","Zm00001d004555,Zm00001d016151,Zm00001d024943,Zm00001d024946"
 Q7XTB2,OS04G0103100,AET2Gv20064600,AMTR_s00033p00038120,g12901,scaffold_103081.1,AT1G27600,BVRB_5g124840,BRADI_5g02350v3,"GSBRNA2T00050012001,GSBRNA2T00057825001,GSBRNA2T00117433001,GSBRNA2T00150613001","Bo01073s060,Bo7g049750","Bra010929,Bra030055",,,CCACVL1_30198,Csa_3G893450,,DCAR_012839,,,GLYMA_06G091200,"B456_002G137600,B456_005G097300,B456_010G031000",HannXRQ_Chr10g0277661,HORVU2Hr1G006000,LPERR04G00040,"TanjilG_12587,TanjilG_28480","MANES_05G186800,MANES_18G054400",MTR_3g111060,"GSMUA_Achr11G00480_001,GSMUA_Achr11G22910_001,GSMUA_Achr4G20860_001,GSMUA_Achr4G22080_001,GSMUA_Achr5G14710_001",,OBART04G00150,OB04G10200,ORGLA04G0001300,OGLUM05G27150,BGIOSGA015751,KN540111.1_FG001,OMERI04G00110,ONIVA04G00090,OPUNC04G00210,ORUFI04G00140,,PHAVU_009G146400g,"Pp3c13_8430,Pp3c3_3400",POPTR_002G107300v3,PRUPE_1G541800,"SELMODRAFT_404697,SELMODRAFT_419863",SETIT_010328mg,Solyc04g076920.3,PGSC0003DMG400006379,SORBI_3006G002600,TCM_034589,Tp57577_TGAC_v2_gene12463,"TraesCS2A02G040300,TraesCS2D02G038900","TRIDC2AG004290,TRIDC2BG004890",,LR48_Vigan04g202600,vigra.VC1973A.gnm6.ann1.Vradi05g08330,VIT_18s0001g08150,"Zm00001d004545,Zm00001d024934"
 Q7X7N2,OS04G0106300,AET2Gv20056600,AMTR_s00002p00227840,"g25668,g27386","fgenesh2_kg.6__2857__AT4G08900.1,fgenesh2_kg.6__2915__AT4G08870.1","AT4G08870,AT4G08900",BVRB_1g018930,BRADI_5g02160v3,"GSBRNA2T00119781001,GSBRNA2T00151372001",Bo3g047110,Bra000659,,,CCACVL1_03373,Csa_6G077980,,DCAR_008551,Dr10119,,"GLYMA_01G139300,GLYMA_01G140200,GLYMA_03G028000,GLYMA_17G131300",B456_009G265900,"HannXRQ_Chr16g0519941,HannXRQ_Chr16g0519961",HORVU2Hr1G005320,,TanjilG_20286,"MANES_01G267300,MANES_05G047100","MTR_0088s0100,MTR_4g024940,MTR_4g024960","GSMUA_Achr4G18060_001,GSMUA_Achr5G14460_001",A4A49_23335,OBART04G00240,OB04G10420,ORGLA04G0003200,OGLUM04G00270,BGIOSGA015760,,,ONIVA04G00290,OPUNC04G00390,ORUFI04G00340,,PHAVU_010G081600g,Pp3c5_2190,"POPTR_002G146200v3,POPTR_014G067700v3",PRUPE_2G142300,"SELMODRAFT_169077,SELMODRAFT_73545",SETIT_010532mg,Solyc01g091160.3,,SORBI_3006G004500,"TCM_036208,TCM_036209","Tp57577_TGAC_v2_gene7597,Tp57577_TGAC_v2_gene7599","TraesCS2A02G035700,TraesCS2B02G048700,TraesCS2D02G034900","TRIDC2AG003770,TRIDC2BG004400",TRIUR3_01670,LR48_Vigan11g055700,vigra.VC1973A.gnm6.ann1.Vradi09g09060,VIT_15s0048g00420,Zm00001d024908
 Q7XRA1,OS04G0107600,"AET1Gv20033200,AET2Gv20133900,AET3Gv21254900",AMTR_s00182p00026140,,,,,,,,,,,,,,,,,,,,HORVU1Hr1G002090,,,,,,,OBART04G00340,OB0066G10060,ORGLA04G0003800,OGLUM04G00310,BGIOSGA015766,KN538808.1_FG044,OMERI04G00340,ONIVA04G00330,OPUNC04G00440,ORUFI04G00390,,,"Pp3c16_1460,Pp3c5_3660,Pp3c6_19550",,,"SELMODRAFT_41652,SELMODRAFT_70229",SETIT_016654mg,,,,,,"TraesCS1B02G018200,TraesCS1D02G012300,TraesCS2A02G071000,TraesCS2A02G071200,TraesCS2D02G069900,TraesCS3D02G545100,TraesCSU02G047800,TraesCSU02G165000","TRIDC1BG002280,TRIDC2AG007890,TRIDC3BG007110",TRIUR3_02839,,,,Zm00001d051194
 Q7XTK3,OS04G0118100,"AET2Gv21293400,AET2Gv21293500",AMTR_s00025p00053190,g18206,scaffold_100925.1,AT1G08980,BVRB_4g081640,BRADI_5g27490v3,"GSBRNA2T00019323001,GSBRNA2T00116351001,GSBRNA2T00122273001",Bo8g112230,Bra031652,,,"CCACVL1_22794,CCACVL1_22798,CCACVL1_22799","Csa_1G570110,Csa_1G570120",,"DCAR_017063,DCAR_029426",Dr06793,,"GLYMA_10G155400,GLYMA_20G232900","B456_007G295700,B456_007G295900",HannXRQ_Chr14g0446451,HORVU2Hr1G126540,LPERR04G00500,"TanjilG_10097,TanjilG_17595",MANES_09G165600,MTR_1g082750,GSMUA_Achr3G09030_001,A4A49_29431,OBART04G00910,,ORGLA04G0007700,OGLUM04G00820,BGIOSGA015795,KN540169.1_FG003,,ONIVA04G00640,OPUNC04G00960,ORUFI04G00990,,PHAVU_007G180900g,,POPTR_013G024100v3,PRUPE_6G327700,,"SETIT_001473mg,SETIT_001533mg",Solyc10g086170.1,PGSC0003DMG400043451,SORBI_3002G378000,"TCM_046817,TCM_046818",Tp57577_TGAC_v2_gene6073,"TraesCS2A02G562400,TraesCS2B02G603900,TraesCS2B02G624200,TraesCS2D02G573300,TraesCS2D02G573400,TraesCS5D02G083700","TRIDC2AG082280,TRIDC2BG087570,TRIDC2BG091310","TRIUR3_01998,TRIUR3_02000",LR48_Vigan10g091200,vigra.VC1973A.gnm6.ann1.Vradi08g12650,VIT_14s0128g00320,Zm00001d006886
 Q0JF44,OS04G0164900,AET7Gv20336800,AMTR_s00102p00032910,g15746,fgenesh2_kg.6__350__AT5G04360.1,AT5G04360,BVRB_7g157460,BRADI_5g00540v3,"GSBRNA2T00003133001,GSBRNA2T00088640001,GSBRNA2T00136362001",Bo9g181130,Bra040385,,,,Csa_5G622510,,DCAR_019069,Dr02664,,GLYMA_10G197000,B456_009G305300,HannXRQ_Chr14g0455751,HORVU7Hr1G027860,LPERR04G01450,TanjilG_03864,MANES_10G051700,MTR_1g090693,,A4A49_33168,OBART04G02210,OB04G11820,"ORGLA04G0016300,ORGLA06G0243400",OGLUM04G01860,BGIOSGA015875,KN541174.1_FG002,OMERI04G02160,ONIVA08G18600,OPUNC04G02180,ORUFI04G02940,,PHAVU_007G1394000g,Pp3c13_17460,POPTR_010G229300v3,PRUPE_2G205800,"SELMODRAFT_165275,SELMODRAFT_167302",SETIT_013108mg,Solyc11g008040.2,,SORBI_3006G015800,TCM_043341,Tp57577_TGAC_v2_gene37858,"TraesCS7A02G133500,TraesCS7B02G034600,TraesCS7D02G133100","TRIDC7AG015740,TRIDC7BG005160",TRIUR3_09759,LR48_Vigan588s000100,,VIT_13s0019g05160,Zm00001d004438
 Q0JF02,OS04G0178300,AET2Gv20049600,AMTR_s00103p00046860,g09061,fgenesh1_pg.C_scaffold_6003139,AT4G02780,BVRB_7g161040,,"GSBRNA2T00002371001,GSBRNA2T00018243001,GSBRNA2T00018466001,GSBRNA2T00151663001",Bo9g006080,"Bra000864,Bra036239",,,"CCACVL1_02754,CCACVL1_14882",Csa_6G410650,,"DCAR_012483,DCAR_018422,DCAR_019490",Dr12169,,"GLYMA_03G154400,GLYMA_03G154700,GLYMA_19G157000","B456_004G079500,B456_007G137400","HannXRQ_Chr02g0044041,HannXRQ_Chr03g0061811,HannXRQ_Chr10g0282621,HannXRQ_Chr15g0466721,HannXRQ_Chr17g0563951",HORVU5Hr1G082390,,"TanjilG_02337,TanjilG_02338","MANES_01G207300,MANES_05G077200","MTR_7g011663,MTR_7g011770,MTR_7g094970","GSMUA_Achr8G31510_001,GSMUA_Achr8G31530_001","A4A49_18119,A4A49_30040",OBART04G02860,,ORGLA04G0020300,OGLUM04G02490,BGIOSGA015502,,,ONIVA04G02320,OPUNC04G02770,ORUFI04G03540,,"PHAVU_001G151900g,PHAVU_001G152100g",,"POPTR_002G052100v3,POPTR_005G210300v3",PRUPE_8G239900,"SELMODRAFT_144572,SELMODRAFT_408338,SELMODRAFT_450902,SELMODRAFT_450909","SETIT_019171mg,SETIT_029001mg",Solyc06g084240.2,"PGSC0003DMG400001948,PGSC0003DMG400020053,PGSC0003DMG400024137",,TCM_004358,Tp57577_TGAC_v2_gene126,"TraesCS2B02G445500,TraesCS7D02G097000",,TRIUR3_32856,"LR48_Vigan50s001300,LR48_Vigan50s001500",vigra.VC1973A.gnm6.ann1.Vradi03g00870,"VIT_07s0151g01040,VIT_07s0151g01070","Zm00001d024512,Zm00001d048874"
 Q7FAE1,OS04G0179200,,AMTR_s00030p00244570,,,,,,,,,,,CCACVL1_11950,"Csa_3G778250,Csa_3G778270,Csa_3G778280",,"DCAR_013424,DCAR_023926",,,GLYMA_19G196900,"B456_006G151600,B456_006G152300","HannXRQ_Chr01g0025231,HannXRQ_Chr01g0025241,HannXRQ_Chr01g0025251,HannXRQ_Chr02g0034511,HannXRQ_Chr04g0110401,HannXRQ_Chr15g0474711,HannXRQ_Chr15g0474731,HannXRQ_Chr15g0474991,HannXRQ_Chr15g0475001,HannXRQ_Chr15g0491631",,,,MANES_09G050600,"MTR_4g084800,MTR_7g105460,MTR_7g105570",GSMUA_Achr8G07790_001,,,,ORGLA04G0020800,OGLUM04G02560,BGIOSGA038038,KN539709.1_FG001,,ONIVA06G12080,"OPUNC04G02800,OPUNC04G02820",ORUFI04G03590,,PHAVU_001G193400g,"Pp3c3_30930,Pp3c8_9180","POPTR_006G207100v3,POPTR_016G074000v3",PRUPE_7G099500,"SELMODRAFT_229892,SELMODRAFT_408395",,,PGSC0003DMG400028245,,TCM_022767,Tp57577_TGAC_v2_gene23316,,,,,,VIT_08s0007g02720,
 Q0JEZ8,OS04G0179700,"AET2Gv20050500,AET2Gv20050600,AET2Gv20939600,AET2Gv20939800,AET2Gv20940100",AMTR_s00032p00213840,g01513,fgenesh2_kg.2__2243__AT1G79460.1,AT1G79460,BVRB_9g216050,"BRADI_5g21387v3,BRADI_5g21440v3,BRADI_5g21480v3,BRADI_5g21497v3","GSBRNA2T00146349001,GSBRNA2T00148101001",Bo6g123900,Bra035120,,,CCACVL1_03450,Csa_7G239640,,"DCAR_016843,DCAR_016844",Dr02209,,GLYMA_08G163900,B456_002G110600,"HannXRQ_Chr03g0061831,HannXRQ_Chr16g0523991,HannXRQ_Chr16g0524381,HannXRQ_Chr16g0524411",,,"TanjilG_28810,TanjilG_28811",MANES_16G047800,"MTR_2g064295,MTR_3g058160",,,OBART04G02920,,ORGLA04G0021100,OGLUM04G02570,BGIOSGA015980,KN540657.1_FG001,,ONIVA06G12090,OPUNC04G02860,ORUFI04G03600,,PHAVU_005G048500g,,"POPTR_008G082400v3,POPTR_008G082700v3",PRUPE_4G128500,,,,,,TCM_033578,"Tp57577_TGAC_v2_gene28437,Tp57577_TGAC_v2_gene3601","TraesCS2A02G027600,TraesCS2A02G028100,TraesCS2A02G425100,TraesCS2A02G425400,TraesCS2B02G040900,TraesCS2B02G041000,TraesCS2B02G444900,TraesCS2B02G445100,TraesCS2B02G445200,TraesCS2B02G445700,TraesCS2B02G450000,TraesCS2B02G533600,TraesCS2D02G029400,TraesCS2D02G030100,TraesCS2D02G030200,TraesCS2D02G423100,TraesCS2D02G423300,TraesCS2D02G506000,TraesCSU02G008700","TRIDC2AG061250,TRIDC2AG061260,TRIDC2AG061360,TRIDC2BG003240,TRIDC2BG064970,TRIDC2BG065010,TRIDC2BG065050","TRIUR3_04997,TRIUR3_16133,TRIUR3_21926,TRIUR3_27562",LR48_Vigan05g034400,,VIT_19s0085g00830,Zm00001d024514
 Q7X7X4,OS04G0180400,"AET2Gv20050000,AET2Gv20050100,AET2Gv20050300,AET2Gv20050400,AET5Gv21239000","AMTR_s00047p00189560,AMTR_s00047p00229040",,"fgenesh2_kg.7__2970__AT4G13770.1,scaffold_701063.1","AT4G13770,AT4G31500",,,"GSBRNA2T00059280001,GSBRNA2T00070244001,GSBRNA2T00084662001,GSBRNA2T00111231001,GSBRNA2T00123186001,GSBRNA2T00134057001","Bo4g130780,Bo4g191120,Bo8g024390","Bra016908,Bra032734,Bra034941",,,"CCACVL1_25080,CCACVL1_25082",,,"DCAR_002671,DCAR_026810,DCAR_030296,DCAR_030795",,,"GLYMA_02G156000,GLYMA_02G156100,GLYMA_08G326900,GLYMA_10G114600,GLYMA_10G115200,GLYMA_10G115300,GLYMA_10G115400,GLYMA_10G115500,GLYMA_10G115700,GLYMA_10G115900,GLYMA_10G116000,GLYMA_14G117200,GLYMA_17G209100,GLYMA_18G080200,GLYMA_18G080400",B456_013G154300,"HannXRQ_Chr01g0005261,HannXRQ_Chr03g0064471,HannXRQ_Chr03g0064491,HannXRQ_Chr04g0117391,HannXRQ_Chr04g0126361,HannXRQ_Chr05g0137621,HannXRQ_Chr13g0398621,HannXRQ_Chr14g0430001,HannXRQ_Chr15g0483161","HORVU2Hr1G004480,HORVU2Hr1G004510,HORVU2Hr1G004530,HORVU2Hr1G004600,HORVU2Hr1G004640,HORVU2Hr1G012810",,"TanjilG_00340,TanjilG_08758,TanjilG_08759,TanjilG_13182,TanjilG_14036,TanjilG_28847,TanjilG_28848","MANES_03G138800,MANES_09G079400,MANES_15G062500","MTR_1g035190,MTR_3g057900,MTR_3g057970,MTR_3g057980,MTR_3g058110,MTR_3g058390,MTR_5g019010,MTR_5g073230,MTR_5g073250,MTR_5g094570,MTR_6g034965,MTR_8g466180","GSMUA_Achr7G19280_001,GSMUA_Achr9G30630_001","A4A49_17183,A4A49_17739,A4A49_28945,A4A49_29770,A4A49_30760,A4A49_30805,A4A49_35178,A4A49_36034,A4A49_41877",OBART04G02940,"OB04G12330,OB04G12340",ORGLA04G0021400,OGLUM04G02590,BGIOSGA015504,KN540657.1_FG002,OMERI04G02820,ONIVA08G01960,OPUNC04G02870,ORUFI04G03620,,"PHAVU_001G052100g,PHAVU_002G025000g,PHAVU_002G025200g,PHAVU_002G025300g,PHAVU_003G009300g,PHAVU_003G009400g,PHAVU_003G009500g,PHAVU_006G054200g",,"POPTR_015G028000v3,POPTR_015G094900v3","PRUPE_1G492000,PRUPE_1G492100,PRUPE_4G239300",,"SETIT_013601mg,SETIT_013603mg,SETIT_013611mg,SETIT_029579mg,SETIT_029587mg","Solyc01g008640.3,Solyc04g083140.2,Solyc06g066230.3,Solyc06g066240.3,Solyc07g052370.3,Solyc08g005650.3,Solyc08g005725.1,Solyc09g066370.1,Solyc09g066400.2,Solyc10g087013.1,Solyc11g007980.2","PGSC0003DMG400002340,PGSC0003DMG400009621,PGSC0003DMG400009623,PGSC0003DMG400009762,PGSC0003DMG400010310,PGSC0003DMG400010525,PGSC0003DMG400010995,PGSC0003DMG400016013,PGSC0003DMG400016776,PGSC0003DMG400017997,PGSC0003DMG400019320,PGSC0003DMG400028953,PGSC0003DMG400030720,PGSC0003DMG400039685,PGSC0003DMG400044483,PGSC0003DMG401019771,PGSC0003DMG402010991,PGSC0003DMG403005679",,"TCM_032809,TCM_032838","Tp57577_TGAC_v2_gene1767,Tp57577_TGAC_v2_gene1801,Tp57577_TGAC_v2_gene1827,Tp57577_TGAC_v2_gene18607,Tp57577_TGAC_v2_gene39658","TraesCS2A02G027400,TraesCS2A02G027700,TraesCS2A02G076500,TraesCS2B02G091500,TraesCS2D02G029500,TraesCS2D02G029700,TraesCS2D02G029900,TraesCS2D02G030000,TraesCS2D02G030700,TraesCS5D02G560100,TraesCSU02G008800,TraesCSU02G008900,TraesCSU02G009100","TRIDC2AG002830,TRIDC2AG008470,TRIDC2BG010230","TRIUR3_31269,TRIUR3_31860","LR48_Vigan06g039600,LR48_Vigan06g147700,LR48_Vigan06g147900,LR48_Vigan09g100900",,,
